company,yealy_start_date,yealy_start_date_close,yealy_end_date,yealy_end_date_close,return_yearly,monthly_start_date,monthly_start_date_close,monthly_end_date,monthly_end_date_close,return_monthly
ADANIGREEN,2019-06-03,44.099998474121094,2020-05-20,234.6999969482422,432.19955797950786,2020-05-20,234.6999969482422,2020-07-01,340.95001220703125,30.56932582321339
GMMPFAUDLR,2019-06-03,1286.199951171875,2020-05-20,3511.75,173.03297568938598,2020-05-20,3511.75,2020-07-01,4179.85009765625,13.246949218347016
ABBOTINDIA,2019-06-03,7884.25,2020-05-20,16635.19921875,110.99279219646765,2020-05-20,16635.19921875,2020-07-01,15756.0,-3.8042932089300763
NAVINFLUOR,2019-06-03,736.7999877929688,2020-05-20,1506.8499755859375,104.5127579466441,2020-05-20,1506.8499755859375,2020-07-01,1691.300048828125,8.59801572269905
ALKYLAMINE,2019-06-03,861.7999877929688,2020-05-20,1750.5,103.12137674577512,2020-05-20,1750.5,2020-07-01,2166.25,16.440648288992765
INDIAMART,2019-07-04,1301.949951171875,2020-05-20,2388.800048828125,83.47863884306648,2020-05-20,2388.800048828125,2020-07-01,2210.300048828125,-5.396290210318721
IRCTC,2019-10-14,727.75,2020-05-20,1333.3499755859375,83.21538654564581,2020-05-20,1333.3499755859375,2020-07-01,1363.050048828125,1.586040303977998
DMART,2019-06-03,1340.300048828125,2020-05-20,2454.35009765625,83.11945148417932,2020-05-20,2454.35009765625,2020-07-01,2289.35009765625,-4.849469463414636
DIXON,2019-06-03,2453.699951171875,2020-05-20,4390.85009765625,78.94812670796205,2020-05-20,4390.85009765625,2020-07-01,5873.9501953125,23.104125270309805
IPCALAB,2019-06-03,925.0,2020-05-20,1599.9000244140625,72.96216480152027,2020-05-20,1599.9000244140625,2020-07-01,1649.050048828125,2.184829031565516
JBCHEPHARM,2019-06-03,375.95001220703125,2020-05-20,649.6500244140625,72.80223522277953,2020-05-20,649.6500244140625,2020-07-01,706.0999755859375,6.132322872823148
BHARTIARTL,2019-06-03,352.75,2020-05-20,594.0499877929688,68.40538279035258,2020-05-20,594.0499877929688,2020-07-01,560.1500244140625,-4.110201575250871
APLLTD,2019-06-03,518.9500122070312,2020-05-20,870.2999877929688,67.7040114310218,2020-05-20,870.2999877929688,2020-07-01,906.2000122070312,2.9293777579642244
TORNTPHARM,2019-06-03,1537.800048828125,2020-05-20,2569.550048828125,67.09259768760194,2020-05-20,2569.550048828125,2020-07-01,2338.10009765625,-6.520025570484123
ISEC,2019-06-03,227.4499969482422,2020-05-20,372.3500061035156,63.70631395886386,2020-05-20,372.3500061035156,2020-07-01,472.5,18.547712113146652
AFFLE,2019-08-08,873.6500244140625,2020-05-20,1405.949951171875,60.92827927462305,2020-05-20,1405.949951171875,2020-07-01,1450.800048828125,2.2683418932770927
DEEPAKNTR,2019-06-03,320.6499938964844,2020-05-20,505.6000061035156,57.67971798768809,2020-05-20,505.6000061035156,2020-07-01,478.75,-3.822683674171201
GRANULES,2019-06-03,110.0999984741211,2020-05-20,171.75,55.99455257065211,2020-05-20,171.75,2020-07-01,212.0,16.228773168523492
ASTRAZEN,2019-06-03,1944.9000244140625,2020-05-20,2967.39990234375,52.57339015344682,2020-05-20,2967.39990234375,2020-07-01,3552.39990234375,13.715170834460388
MIDHANI,2019-06-03,133.3000030517578,2020-05-20,198.3000030517578,48.76218943127988,2020-05-20,198.3000030517578,2020-07-01,204.5,2.223423717245332
TATACONSUM,2019-06-03,244.9499969482422,2020-05-20,360.75,47.27495590711368,2020-05-20,360.75,2020-07-01,384.5,4.659480465562815
DIVISLAB,2019-06-03,1616.25,2020-05-20,2372.699951171875,46.80278120166279,2020-05-20,2372.699951171875,2020-07-01,2241.25,-3.98930146333214
RELAXO,2019-06-03,424.8500061035156,2020-05-20,613.5,44.4039051868389,2020-05-20,613.5,2020-07-01,628.3499755859375,1.7230354183177976
LALPATHLAB,2019-06-03,1082.6500244140625,2020-05-20,1559.949951171875,44.086262041709226,2020-05-20,1559.949951171875,2020-07-01,1577.550048828125,0.8045984518735949
DRREDDY,2019-06-03,2724.10009765625,2020-05-20,3910.199951171875,43.54097907547951,2020-05-20,3910.199951171875,2020-07-01,3911.449951171875,0.022833010702694168
ESCORTS,2019-06-03,605.75,2020-05-20,867.3499755859375,43.18612886272184,2020-05-20,867.3499755859375,2020-07-01,1033.8499755859375,13.363613166323729
BHARATRAS,2019-06-03,4406.14990234375,2020-05-20,6260.7998046875,42.092301520590844,2020-05-20,6260.7998046875,2020-07-01,7530.0498046875,14.094019315794304
AMBER,2019-06-03,839.0499877929688,2020-05-20,1182.25,40.90340470771976,2020-05-20,1182.25,2020-07-01,1442.199951171875,15.25357238205558
NESTLEIND,2019-06-03,11686.5,2020-05-20,16303.400390625,39.50627125850341,2020-05-20,16303.400390625,2020-07-01,16798.80078125,2.161150531262046
COROMANDEL,2019-06-03,436.95001220703125,2020-05-20,608.8499755859375,39.34087620472668,2020-05-20,608.8499755859375,2020-07-01,752.2000122070312,16.302188741667976
SANOFI,2019-06-03,5435.85009765625,2020-05-20,7544.14990234375,38.78509831602099,2020-05-20,7544.14990234375,2020-07-01,7894.0,3.290887534807263
HDFCAMC,2019-06-03,1784.25,2020-05-20,2475.300048828125,38.730561795046945,2020-05-20,2475.300048828125,2020-07-01,2476.14990234375,0.02452262126027005
PFIZER,2019-06-03,3131.050048828125,2020-05-20,4326.0498046875,38.1661020176485,2020-05-20,4326.0498046875,2020-07-01,3973.75,-5.887067885354725
AJANTPHARM,2019-06-03,1048.0,2020-05-20,1439.050048828125,37.31393595688215,2020-05-20,1439.050048828125,2020-07-01,1430.0999755859375,-0.444640872319646
ALKEM,2019-06-03,1772.699951171875,2020-05-20,2433.64990234375,37.28493086125162,2020-05-20,2433.64990234375,2020-07-01,2352.14990234375,-2.403668037878226
RALLIS,2019-06-03,151.6999969482422,2020-05-20,207.0500030517578,36.48649124389913,2020-05-20,207.0500030517578,2020-07-01,268.8500061035156,20.51049321017693
MCX,2019-06-03,821.5499877929688,2020-05-20,1119.8499755859375,36.30941418358837,2020-05-20,1119.8499755859375,2020-07-01,1276.6500244140625,9.812413783448637
BERGEPAINT,2019-06-03,327.54998779296875,2020-05-20,444.1000061035156,35.58236075533407,2020-05-20,444.1000061035156,2020-07-01,494.29998779296875,7.949665372010939
IGL,2019-06-03,338.5,2020-05-20,454.1000061035156,34.150666500300034,2020-05-20,454.1000061035156,2020-07-01,438.70001220703125,-2.4342826667010153
POLYMED,2019-06-03,195.0500030517578,2020-05-20,261.1000061035156,33.86311305733791,2020-05-20,261.1000061035156,2020-07-01,295.5,9.242916973268734
